Table Name,State Code,Distt Code.,Area Name,Total/Rural/Urban/,Age-group,Total Persons,Total Males,Total Females,Illiterate Persons,Illiterate Males,Illiterate Females,Literate Persons,Literate Males,Literate Females,"Literate without	 educational level Persons","Literate without	 educational level Males","Literate without	 educational level Females",Below primary Persons,Below primary Males,Below primary Females,Primary Persons,Primary Males,Primary Females,Middle Persons,Middle Males,Middle Females,Matric/Secondary Persons,Matric/Secondary Males,Matric/Secondary Females,Higher secondary/Intermediate Persons,Higher secondary/Intermediate Males,Higher secondary/Intermediate Females,Non-technical diploma or certificate not equal to degree Persons,Non-technical diploma or certificate not equal to degree Males,Non-technical diploma or certificate not equal to degree Females,Technical diploma or certificate Persons,Technical diploma or certificate Males,Technical diploma or certificate Females,Graduate & above Persons,Graduate & above Males,Graduate & above Females,Unclassified Persons,Unclassified Males,Unclassified Females,
C2308,00,000,INDIA,Total,All ages,1210854977,623270258,587584719,447216165,188506636,258709529,763638812,434763622,328875190,35153231,19278416,15874815,146897597,78445099,68452498,184170833,99311072,84859761,133903266,77629578,56273688,105939743,63769834,42169909,77942593,46481321,31461272,1072289,726565,345724,7238719,5354161,1884558,68288971,42120460,26168511,3031570,1647116,1384454,
C2308,00,000,INDIA,Total,0-6,164515253,85752254,78762999,164515253,85752254,78762999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C2308,00,000,INDIA,Total,7,24826640,12903364,11923276,6748214,3388683,3359531,18078426,9514681,8563745,424205,248229,175976,17517756,9190737,8327019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136465,75715,60750,
C2308,00,000,INDIA,Total,8,26968373,14061937,12906436,4131414,2013742,2117672,22836959,12048195,10788764,351280,202220,149060,22389155,11793414,10595741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96524,52561,43963,
C2308,00,000,INDIA,Total,9,23424638,12214985,11209653,2491904,1198339,1293565,20932734,11016646,9916088,291281,167048,124233,18171490,9579169,8592321,2399511,1231973,1167538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70452,38456,31996,
C2308,00,000,INDIA,Total,10,30552107,16089436,14462671,3454505,1661124,1793381,27097602,14428312,12669290,388714,224853,163861,17762078,9528882,8233196,8861158,4627154,4234004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85652,47423,38229,
C2308,00,000,INDIA,Total,11,24740946,12962604,11778342,1988473,929328,1059145,22752473,12033276,10719197,306384,174586,131798,7836217,4237528,3598689,14544842,7585285,6959557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65030,35877,29153,
C2308,00,000,INDIA,Total,12,27877307,14637892,13239415,2391529,1087320,1304209,25485778,13550572,11935206,356093,200632,155461,4793012,2596541,2196471,17571686,9301648,8270038,2696535,1413978,1282557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68452,37773,30679,
C2308,00,000,INDIA,Total,13,24280683,12563775,11716908,1810476,790923,1019553,22470207,11772852,10697355,319253,175409,143844,2237783,1194584,1043199,13011657,6853656,6158001,6844794,3518523,3326271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56720,30680,26040,
C2308,00,000,INDIA,Total,14,25258169,13165128,12093041,2100785,920460,1180325,23157384,12244668,10912716,379369,207650,171719,1539790,817001,722789,8222860,4387739,3835121,12956804,6800377,6156427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58561,31901,26660,
C2308,00,000,INDIA,Total,15,25899454,13739746,12159708,2599957,1176626,1423331,23299497,12563120,10736377,464646,258954,205692,1325607,722299,603308,5390635,2927513,2463122,10600612,5764655,4835957,5455958,2855043,2600915,0,0,0,0,0,0,0,0,0,0,0,0,62039,34656,27383,
C2308,00,000,INDIA,Total,16,24592293,13027935,11564358,2512487,1110878,1401609,22079806,11917057,10162749,503128,277973,225155,1190288,645759,544529,3965107,2134030,1831077,7107478,3939977,3167501,9253218,4885541,4367677,0,0,0,0,0,0,0,0,0,0,0,0,60587,33777,26810,
C2308,00,000,INDIA,Total,17,21217467,11349449,9868018,2038455,880041,1158414,19179012,10469408,8709604,495362,274115,221247,932441,512329,420112,2905770,1579151,1326619,4319163,2433895,1885268,10472756,5639883,4832873,0,0,0,0,0,0,0,0,0,0,0,0,53520,30035,23485,
C2308,00,000,INDIA,Total,18,27958147,15020851,12937296,3727975,1532188,2195787,24230172,13488663,10741509,791089,436615,354474,1337978,742554,595424,4152873,2287038,1865835,4824720,2763224,2061496,5249030,3009603,2239427,7371000,3898414,3472586,59753,40027,19726,374081,271491,102590,0,0,0,69648,39697,29951,
C2308,00,000,INDIA,Total,19,20859088,10844415,10014673,2578674,935454,1643220,18280414,9908961,8371453,650015,343463,306552,920256,479153,441103,2888656,1507317,1381339,3236136,1783164,1452972,3196690,1792747,1403943,6863637,3641925,3221712,55014,37836,17178,415931,293517,122414,0,0,0,54079,29839,24240,
C2308,00,000,INDIA,Total,20-24,111424222,57584693,53839529,18679492,6467026,12212466,92744730,51117667,41627063,4147405,2207378,1940027,5410189,2791396,2618793,16574003,8704663,7869340,16872720,9533146,7339574,13948660,7801967,6146693,20213647,11410092,8803555,236333,160093,76240,1888379,1322758,565621,13170028,7029489,6140539,283366,156685,126681,
C2308,00,000,INDIA,Total,25-29,101413965,51344208,50069757,22634440,7562339,15072101,78779525,43781869,34997656,4529861,2422465,2107396,5500554,2737935,2762619,15210359,7884838,7325521,14878622,8527972,6350650,12458220,7178310,5279910,10582344,6094182,4488162,155763,101339,54424,1086833,791159,295674,14119774,7903752,6216022,257195,139917,117278,
C2308,00,000,INDIA,Total,30-34,88594951,44660674,43934277,24329560,8030750,16298810,64265391,36629924,27635467,3825358,2048723,1776635,5300109,2612830,2687279,12951372,6703962,6247410,11970932,7032851,4938081,10475437,6369666,4105771,8251802,4929887,3321915,123732,82426,41306,794050,611483,182567,10341988,6112575,4229413,230611,125521,105090,
C2308,00,000,INDIA,Total,35-39,85140684,42919381,42221303,27863127,9338968,18524159,57277557,33580413,23697144,3556614,1919984,1636630,5659501,2856229,2803272,12288099,6434966,5853133,10283749,6201133,4082616,9193322,5834727,3358595,7142531,4511502,2631029,107102,72019,35083,643622,503759,139863,8173370,5121959,3051411,229647,124135,105512,
C2308,00,000,INDIA,Total,40-44,72438112,37545386,34892726,26806872,9655032,17151840,45631240,27890354,17740886,2927911,1629614,1298297,5284019,2833671,2450348,10103182,5521883,4581299,7775277,4895118,2880159,7209725,4800572,2409153,5175839,3411084,1764755,84580,58197,26383,538607,424028,114579,6326586,4202356,2124230,205514,113831,91683,
C2308,00,000,INDIA,Total,45-49,62318327,32138114,30180213,25077763,9015516,16062247,37240564,23122598,14117966,2463598,1370272,1093326,4959760,2749378,2210382,8795402,4933720,3861682,6019029,3858714,2160315,5610017,3805133,1804884,3830206,2551254,1278952,62438,43519,18919,400572,316960,83612,4919451,3395939,1523512,180091,97709,82382,
C2308,00,000,INDIA,Total,50-54,49069254,25843266,23225988,20822208,7801013,13021195,28247046,18042253,10204793,1907180,1084287,822893,4008855,2284410,1724445,6808270,3971123,2837147,4350307,2885435,1464872,4262379,2979135,1283244,2735168,1869653,865515,47060,32887,14173,287751,226550,61201,3694020,2628625,1065395,146056,80148,65908,
C2308,00,000,INDIA,Total,55-59,39146055,19456012,19690043,17682081,5705728,11976353,21463974,13750284,7713690,1492485,820129,672356,3186098,1764346,1421752,5167170,2972493,2194677,3089459,2058127,1031332,3228437,2320540,907897,2047536,1432299,615237,39094,26435,12659,226205,174092,52113,2868480,2120540,747940,119010,61283,57727,
C2308,00,000,INDIA,Total,60-64,37663707,18701749,18961958,19989439,7024725,12964714,17674268,11677024,5997244,1389722,773664,616058,3067703,1782876,1284827,4587619,2803327,1784292,2396768,1662081,734687,2403483,1817072,586411,1479992,1080448,399544,36125,25473,10652,213973,152936,61037,1973967,1514324,459643,124916,64823,60093,
C2308,00,000,INDIA,Total,65-69,26454983,12944326,13510657,14829607,5145133,9684474,11625376,7799193,3826183,986972,545793,441179,2381245,1430887,950358,3033591,1922936,1110655,1477355,1041615,435740,1472461,1137617,334844,896634,668648,227986,26019,19045,6974,162259,118515,43744,1089553,864263,225290,99287,49874,49413,
C2308,00,000,INDIA,Total,70-74,19208842,9651499,9557343,11568624,4369752,7198872,7640218,5281747,2358471,713522,403035,310487,1726047,1094774,631273,2048788,1368272,680516,887026,646602,240424,861163,687022,174141,544224,419494,124730,16996,12084,4912,103000,74267,28733,661941,535931,126010,77511,40266,37245,
C2308,00,000,INDIA,Total,75-79,9232503,4490603,4741900,5361192,1890685,3470507,3871311,2599918,1271393,360910,196435,164475,950043,582371,367672,1020269,655496,364773,427468,301083,126385,421112,330710,90402,266654,205547,61107,8617,5946,2671,48614,33716,14898,327998,268932,59066,39626,19682,19944,
C2308,00,000,INDIA,Total,80+,11289005,5283695,6005310,6890447,2456492,4433955,4398558,2827203,1571355,459519,244450,215069,1061493,643700,417793,1166551,740460,426091,529950,354064,175886,448916,329093,119823,294607,208313,86294,8932,6134,2798,36432,24942,11490,339629,250257,89372,52529,25790,26739,
C2308,00,000,INDIA,Total,Age not stated,4489802,2372881,2116921,1591212,666117,925095,2898590,1706764,1191826,671355,420440,250915,448130,240346,207784,501403,270429,230974,358362,213844,144518,318759,195453,123306,246772,148579,98193,4731,3105,1626,18410,13988,4422,282186,171518,110668,48482,29062,19420,
C2308,00,000,INDIA,Rural,All ages,833748852,427781058,405967794,350955017,146419684,204535333,482793835,281361374,201432461,22904616,12879121,10025495,109643998,59106785,50537213,130265150,71805082,58460068,90343798,53864377,36479421,61083022,38437368,22645654,40652307,25900436,14751871,434112,287418,146694,3069181,2285580,783601,22339967,15659295,6680672,2057684,1135912,921772,
C2308,00,000,INDIA,Rural,0-6,121322865,63084449,58238416,121322865,63084449,58238416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C2308,00,000,INDIA,Rural,7,18149844,9399767,8750077,5295256,2642438,2652818,12854588,6757329,6097259,298111,174459,123652,12458444,6528549,5929895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98033,54321,43712,
C2308,00,000,INDIA,Rural,8,20206981,10497018,9709963,3339350,1613098,1726252,16867631,8883920,7983711,256622,147111,109511,16538691,8697645,7841046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72318,39164,33154,
C2308,00,000,INDIA,Rural,9,17114582,8880402,8234180,1967000,932962,1034038,15147582,7947440,7200142,207308,118391,88917,13264857,6962530,6302327,1623885,838598,785287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51532,27921,23611,
C2308,00,000,INDIA,Rural,10,22687766,11899758,10788008,2745021,1299553,1445468,19942745,10600205,9342540,280805,161787,119018,13495735,7200359,6295376,6102915,3203214,2899701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63290,34845,28445,
C2308,00,000,INDIA,Rural,11,17851313,9319598,8531715,1553637,710896,842741,16297676,8608702,7688974,217034,123029,94005,6058216,3248670,2809546,9975863,5211564,4764299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46563,25439,21124,
C2308,00,000,INDIA,Rural,12,20589319,10781450,9807869,1914468,847445,1067023,18674851,9934005,8740846,261407,146219,115188,3854760,2068456,1786304,12747397,6750227,5997170,1760770,941376,819394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50517,27727,22790,
C2308,00,000,INDIA,Rural,13,17490173,9024384,8465789,1426662,604308,822354,16063511,8420076,7643435,231769,126132,105637,1787562,944703,842859,9570977,5018163,4552814,4432780,2309307,2123473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40423,21771,18652,
C2308,00,000,INDIA,Rural,14,18185923,9462968,8722955,1657852,704596,953256,16528071,8758372,7769699,278130,150989,127141,1234250,647300,586950,6355341,3366476,2988865,8618361,4570751,4047610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41989,22856,19133,
C2308,00,000,INDIA,Rural,15,18593646,9873668,8719978,2074111,915000,1159111,16519535,8958668,7560867,345854,191553,154301,1064691,574114,490577,4257247,2299605,1957642,7479667,4082445,3397222,3328023,1786264,1541759,0,0,0,0,0,0,0,0,0,0,0,0,44053,24687,19366,
C2308,00,000,INDIA,Rural,16,17433799,9253785,8180014,1993626,854089,1139537,15440173,8399696,7040477,372420,204689,167731,938872,505127,433745,3121296,1671179,1450117,5282915,2926273,2356642,5683569,3069484,2614085,0,0,0,0,0,0,0,0,0,0,0,0,41101,22944,18157,
C2308,00,000,INDIA,Rural,17,14448773,7754277,6694496,1584027,654330,929697,12864746,7099947,5764799,353701,194672,159029,708823,385331,323492,2219052,1197714,1021338,3218673,1809760,1408913,6330379,3493247,2837132,0,0,0,0,0,0,0,0,0,0,0,0,34118,19223,14895,
C2308,00,000,INDIA,Rural,18,19559614,10518623,9040991,2984146,1166342,1817804,16575468,9352281,7223187,573879,315396,258483,1047262,572129,475133,3203924,1751961,1451963,3663497,2098836,1564661,3571456,2077927,1493529,4224738,2328956,1895782,30675,20341,10334,213116,159737,53379,0,0,0,46921,26998,19923,
C2308,00,000,INDIA,Rural,19,13866640,7170204,6696436,2041132,691050,1350082,11825508,6479154,5346354,449687,235359,214328,709320,360723,348597,2158955,1111362,1047593,2383557,1308252,1075305,2123339,1202821,920518,3706292,2054208,1652084,26986,18633,8353,232803,168717,64086,0,0,0,34569,19079,15490,
C2308,00,000,INDIA,Rural,20-24,73835046,38138662,35696384,15077525,4963696,10113829,58757521,33174966,25582555,2788442,1499010,1289432,4228681,2153416,2075265,12282819,6445141,5837678,12131808,6918773,5213035,8921840,5111115,3810725,11630430,6901807,4728623,111759,76245,35514,1008048,722515,285533,5470150,3243921,2226229,183544,103023,80521,
C2308,00,000,INDIA,Rural,25-29,66068270,33375989,32692281,18441149,5987783,12453366,47627121,27388206,20238915,2896696,1581292,1315404,4286782,2136666,2150116,10983190,5771904,5211286,10266012,6026580,4239432,7379592,4416418,2963174,5923168,3637438,2285730,65651,42383,23268,491431,363767,127664,5166973,3318985,1847988,167626,92773,74853,
C2308,00,000,INDIA,Rural,30-34,57911779,28934192,28977587,19943020,6464972,13478048,37968759,22469220,15499539,2434420,1332435,1101985,4108307,2045941,2062366,9180932,4864035,4316897,8056075,4898327,3157748,5960131,3814290,2145841,4317736,2802833,1514903,46982,29894,17088,306205,239860,66345,3404574,2357229,1047345,153397,84376,69021,
C2308,00,000,INDIA,Rural,35-39,56062707,28125561,27937146,22680010,7558902,15121108,33382697,20566659,12816038,2257675,1258690,998985,4315593,2228899,2086694,8448819,4611959,3836860,6722032,4275069,2446963,5071922,3471169,1600753,3587563,2515118,1072445,38913,24676,14237,220667,174194,46473,2564887,1921704,643183,154626,85181,69445,
C2308,00,000,INDIA,Rural,40-44,47581008,24565235,23015773,21789586,7868267,13921319,25791422,16696968,9094454,1837926,1062412,775514,3965050,2198068,1766982,6757286,3894331,2862955,4859991,3270323,1589668,3758991,2758323,1000668,2421699,1799893,621806,29849,19145,10704,170522,133939,36583,1851006,1481737,369269,139102,78797,60305,
C2308,00,000,INDIA,Rural,45-49,40688228,20864270,19823958,20311063,7370966,12940097,20377165,13493304,6883861,1522459,885498,636961,3642735,2115694,1527041,5722530,3431725,2290805,3588977,2491622,1097355,2731360,2082148,649212,1617841,1235521,382320,21198,13947,7251,117501,91772,25729,1291524,1077689,213835,121040,67688,53352,
C2308,00,000,INDIA,Rural,50-54,32031788,16789547,15242241,16907830,6445133,10462697,15123958,10344414,4779544,1168857,696430,472427,2907968,1750517,1157451,4398000,2767774,1630226,2552413,1850724,701689,1981799,1574207,407592,1066682,844295,222387,15471,10425,5046,74625,57559,17066,860737,737347,123390,97406,55136,42270,
C2308,00,000,INDIA,Rural,55-59,25861514,12536529,13324985,14485919,4739716,9746203,11375595,7796813,3578782,915869,524111,391758,2283225,1348346,934879,3304224,2072099,1232125,1795391,1323961,471430,1495335,1227673,267662,773031,629325,143706,13460,8584,4876,59537,45500,14037,656551,575487,81064,78972,41727,37245,
C2308,00,000,INDIA,Rural,60-64,26291245,12931592,13359653,16517851,5952423,10565428,9773394,6979169,2794225,896299,523285,373014,2198570,1379589,818981,2969255,2009936,959319,1407367,1100696,306671,1138839,989106,149733,547934,468075,79859,12481,8331,4150,59609,42173,17436,457757,412171,45586,85283,45807,39476,
C2308,00,000,INDIA,Rural,65-69,18916270,9208311,9707959,12332550,4418883,7913667,6583720,4789428,1794292,654398,380604,273794,1703269,1121884,581385,1958334,1397186,561148,867092,691905,175187,693381,607315,86066,330829,283262,47567,8219,5821,2398,48544,36267,12277,250631,229291,21340,69023,35893,33130,
C2308,00,000,INDIA,Rural,70-74,13807600,6978179,6829421,9543195,3758529,5784666,4264405,3219650,1044755,471074,282595,188479,1203339,846866,356473,1289046,977884,311162,501415,418614,82801,380255,343389,36866,189215,165608,23607,5040,3768,1272,32205,24325,7880,139436,127638,11798,53380,28963,24417,
C2308,00,000,INDIA,Rural,75-79,6383717,3113424,3270293,4353384,1609876,2743508,2030333,1503548,526785,227229,132687,94542,627103,435606,191497,599072,449579,149493,223969,185216,38753,166109,147434,18675,83617,72493,11124,2498,1866,632,15685,11413,4272,59073,53628,5445,25978,13626,12352,
C2308,00,000,INDIA,Rural,80+,7894990,3765796,4129194,5489140,2071534,3417606,2405850,1694262,711588,289925,166639,123286,695659,478786,216873,698896,505337,193559,295938,220728,75210,191670,151693,39977,109730,82685,27045,3073,2288,785,11568,8407,3161,75489,59683,15806,33902,18016,15886,
C2308,00,000,INDIA,Rural,Age not stated,2913452,1533420,1380032,1183642,488448,695194,1729810,1044972,684838,416620,263647,152973,316234,170871,145363,335895,186129,149766,235098,144839,90259,175032,113345,61687,121802,78919,42883,1857,1071,786,7115,5435,1680,91179,62785,28394,28978,17931,11047,
C2308,00,000,INDIA,Urban,All ages,377106125,195489200,181616925,96261148,42086952,54174196,280844977,153402248,127442729,12248615,6399295,5849320,37253599,19338314,17915285,53905683,27505990,26399693,43559468,23765201,19794267,44856721,25332466,19524255,37290286,20580885,16709401,638177,439147,199030,4169538,3068581,1100957,45949004,26461165,19487839,973886,511204,462682,
C2308,00,000,INDIA,Urban,0-6,43192388,22667805,20524583,43192388,22667805,20524583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C2308,00,000,INDIA,Urban,7,6676796,3503597,3173199,1452958,746245,706713,5223838,2757352,2466486,126094,73770,52324,5059312,2662188,2397124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38432,21394,17038,
C2308,00,000,INDIA,Urban,8,6761392,3564919,3196473,792064,400644,391420,5969328,3164275,2805053,94658,55109,39549,5850464,3095769,2754695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24206,13397,10809,
C2308,00,000,INDIA,Urban,9,6310056,3334583,2975473,524904,265377,259527,5785152,3069206,2715946,83973,48657,35316,4906633,2616639,2289994,775626,393375,382251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18920,10535,8385,
C2308,00,000,INDIA,Urban,10,7864341,4189678,3674663,709484,361571,347913,7154857,3828107,3326750,107909,63066,44843,4266343,2328523,1937820,2758243,1423940,1334303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22362,12578,9784,
C2308,00,000,INDIA,Urban,11,6889633,3643006,3246627,434836,218432,216404,6454797,3424574,3030223,89350,51557,37793,1778001,988858,789143,4568979,2373721,2195258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18467,10438,8029,
C2308,00,000,INDIA,Urban,12,7287988,3856442,3431546,477061,239875,237186,6810927,3616567,3194360,94686,54413,40273,938252,528085,410167,4824289,2551421,2272868,935765,472602,463163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17935,10046,7889,
C2308,00,000,INDIA,Urban,13,6790510,3539391,3251119,383814,186615,197199,6406696,3352776,3053920,87484,49277,38207,450221,249881,200340,3440680,1835493,1605187,2412014,1209216,1202798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16297,8909,7388,
C2308,00,000,INDIA,Urban,14,7072246,3702160,3370086,442933,215864,227069,6629313,3486296,3143017,101239,56661,44578,305540,169701,135839,1867519,1021263,846256,4338443,2229626,2108817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16572,9045,7527,
C2308,00,000,INDIA,Urban,15,7305808,3866078,3439730,525846,261626,264220,6779962,3604452,3175510,118792,67401,51391,260916,148185,112731,1133388,627908,505480,3120945,1682210,1438735,2127935,1068779,1059156,0,0,0,0,0,0,0,0,0,0,0,0,17986,9969,8017,
C2308,00,000,INDIA,Urban,16,7158494,3774150,3384344,518861,256789,262072,6639633,3517361,3122272,130708,73284,57424,251416,140632,110784,843811,462851,380960,1824563,1013704,810859,3569649,1816057,1753592,0,0,0,0,0,0,0,0,0,0,0,0,19486,10833,8653,
C2308,00,000,INDIA,Urban,17,6768694,3595172,3173522,454428,225711,228717,6314266,3369461,2944805,141661,79443,62218,223618,126998,96620,686718,381437,305281,1100490,624135,476355,4142377,2146636,1995741,0,0,0,0,0,0,0,0,0,0,0,0,19402,10812,8590,
C2308,00,000,INDIA,Urban,18,8398533,4502228,3896305,743829,365846,377983,7654704,4136382,3518322,217210,121219,95991,290716,170425,120291,948949,535077,413872,1161223,664388,496835,1677574,931676,745898,3146262,1569458,1576804,29078,19686,9392,160965,111754,49211,0,0,0,22727,12699,10028,
C2308,00,000,INDIA,Urban,19,6992448,3674211,3318237,537542,244404,293138,6454906,3429807,3025099,200328,108104,92224,210936,118430,92506,729701,395955,333746,852579,474912,377667,1073351,589926,483425,3157345,1587717,1569628,28028,19203,8825,183128,124800,58328,0,0,0,19510,10760,8750,
C2308,00,000,INDIA,Urban,20-24,37589176,19446031,18143145,3601967,1503330,2098637,33987209,17942701,16044508,1358963,708368,650595,1181508,637980,543528,4291184,2259522,2031662,4740912,2614373,2126539,5026820,2690852,2335968,8583217,4508285,4074932,124574,83848,40726,880331,600243,280088,7699878,3785568,3914310,99822,53662,46160,
C2308,00,000,INDIA,Urban,25-29,35345695,17968219,17377476,4193291,1574556,2618735,31152404,16393663,14758741,1633165,841173,791992,1213772,601269,612503,4227169,2112934,2114235,4612610,2501392,2111218,5078628,2761892,2316736,4659176,2456744,2202432,90112,58956,31156,595402,427392,168010,8952801,4584767,4368034,89569,47144,42425,
C2308,00,000,INDIA,Urban,30-34,30683172,15726482,14956690,4386540,1565778,2820762,26296632,14160704,12135928,1390938,716288,674650,1191802,566889,624913,3770440,1839927,1930513,3914857,2134524,1780333,4515306,2555376,1959930,3934066,2127054,1807012,76750,52532,24218,487845,371623,116222,6937414,3755346,3182068,77214,41145,36069,
C2308,00,000,INDIA,Urban,35-39,29077977,14793820,14284157,5183117,1780066,3403051,23894860,13013754,10881106,1298939,661294,637645,1343908,627330,716578,3839280,1823007,2016273,3561717,1926064,1635653,4121400,2363558,1757842,3554968,1996384,1558584,68189,47343,20846,422955,329565,93390,5608483,3200255,2408228,75021,38954,36067,
C2308,00,000,INDIA,Urban,40-44,24857104,12980151,11876953,5017286,1786765,3230521,19839818,11193386,8646432,1089985,567202,522783,1318969,635603,683366,3345896,1627552,1718344,2915286,1624795,1290491,3450734,2042249,1408485,2754140,1611191,1142949,54731,39052,15679,368085,290089,77996,4475580,2720619,1754961,66412,35034,31378,
C2308,00,000,INDIA,Urban,45-49,21630099,11273844,10356255,4766700,1644550,3122150,16863399,9629294,7234105,941139,484774,456365,1317025,633684,683341,3072872,1501995,1570877,2430052,1367092,1062960,2878657,1722985,1155672,2212365,1315733,896632,41240,29572,11668,283071,225188,57883,3627927,2318250,1309677,59051,30021,29030,
C2308,00,000,INDIA,Urban,50-54,17037466,9053719,7983747,3914378,1355880,2558498,13123088,7697839,5425249,738323,387857,350466,1100887,533893,566994,2410270,1203349,1206921,1797894,1034711,763183,2280580,1404928,875652,1668486,1025358,643128,31589,22462,9127,213126,168991,44135,2833283,1891278,942005,48650,25012,23638,
C2308,00,000,INDIA,Urban,55-59,13284541,6919483,6365058,3196162,966012,2230150,10088379,5953471,4134908,576616,296018,280598,902873,416000,486873,1862946,900394,962552,1294068,734166,559902,1733102,1092867,640235,1274505,802974,471531,25634,17851,7783,166668,128592,38076,2211929,1545053,666876,40038,19556,20482,
C2308,00,000,INDIA,Urban,60-64,11372462,5770157,5602305,3471588,1072302,2399286,7900874,4697855,3203019,493423,250379,243044,869133,403287,465846,1618364,793391,824973,989401,561385,428016,1264644,827966,436678,932058,612373,319685,23644,17142,6502,154364,110763,43601,1516210,1102153,414057,39633,19016,20617,
C2308,00,000,INDIA,Urban,65-69,7538713,3736015,3802698,2497057,726250,1770807,5041656,3009765,2031891,332574,165189,167385,677976,309003,368973,1075257,525750,549507,610263,349710,260553,779080,530302,248778,565805,385386,180419,17800,13224,4576,113715,82248,31467,838922,634972,203950,30264,13981,16283,
C2308,00,000,INDIA,Urban,70-74,5401242,2673320,2727922,2025429,611223,1414206,3375813,2062097,1313716,242448,120440,122008,522708,247908,274800,759742,390388,369354,385611,227988,157623,480908,343633,137275,355009,253886,101123,11956,8316,3640,70795,49942,20853,522505,408293,114212,24131,11303,12828,
C2308,00,000,INDIA,Urban,75-79,2848786,1377179,1471607,1007808,280809,726999,1840978,1096370,744608,133681,63748,69933,322940,146765,176175,421197,205917,215280,203499,115867,87632,255003,183276,71727,183037,133054,49983,6119,4080,2039,32929,22303,10626,268925,215304,53621,13648,6056,7592,
C2308,00,000,INDIA,Urban,80+,3394015,1517899,1876116,1401307,384958,1016349,1992708,1132941,859767,169594,77811,91783,365834,164914,200920,467655,235123,232532,234012,133336,100676,257246,177400,79846,184877,125628,59249,5859,3846,2013,24864,16535,8329,264140,190574,73566,18627,7774,10853,
C2308,00,000,INDIA,Urban,Age not stated,1576350,839461,736889,407570,177669,229901,1168780,661792,506988,254735,156793,97942,131896,69475,62421,165508,84300,81208,123264,69005,54259,143727,82108,61619,124970,69660,55310,2874,2034,840,11295,8553,2742,191007,108733,82274,19504,11131,8373,
C2308,01,000,State - JAMMU & KASHMIR,Total,All ages,12541302,6640662,5900640,5474069,2375991,3098078,7067233,4264671,2802562,195783,124009,71774,987774,541130,446644,1285909,719512,566397,1666381,1015129,651252,1411973,919672,492301,776437,486800,289637,4781,3542,1239,50822,33854,16968,653764,401279,252485,33609,19744,13865,
C2308,01,000,State - JAMMU & KASHMIR,Total,0-6,2018905,1084355,934550,2018905,1084355,934550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
C2308,01,000,State - JAMMU & KASHMIR,Total,7,270538,142123,128415,91361,45646,45715,179177,96477,82700,3570,2216,1354,173571,93095,80476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036,1166,870,
C2308,01,000,State - JAMMU & KASHMIR,Total,8,285314,150470,134844,59762,28675,31087,225552,121795,103757,2704,1683,1021,221202,119170,102032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646,942,704,
C2308,01,000,State - JAMMU & KASHMIR,Total,9,252100,133371,118729,38753,18136,20617,213347,115235,98112,2339,1460,879,184326,99450,84876,25468,13603,11865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,722,492,
